,Customer ID,Recency,Frequency,Monetary,UniqueProductCount,AvgOrderValue,ReturnRate,AvgInterpurchaseTime,cluster,segment
0,12346.0,326,34,400.94,27,11.792352941176471,0.0,11.969696969696969,0,Lost Customers
1,12347.0,2,222,4473.22,126,20.14963963963964,0.0,1.8054298642533937,0,Lost Customers
2,12348.0,75,51,779.73,25,15.288823529411763,0.0,7.24,0,Lost Customers
3,12349.0,19,175,3347.99,138,19.13137142857143,0.0,3.2701149425287355,0,Lost Customers
4,12350.0,310,17,301.90000000000003,17,17.758823529411767,0.0,0.0,0,Lost Customers
5,12351.0,375,21,295.68,21,14.08,0.0,0.0,0,Lost Customers
6,12352.0,36,103,1739.49,70,16.888252427184465,0.0,3.4607843137254903,0,Lost Customers
7,12353.0,204,24,392.06,23,16.335833333333333,0.0,8.869565217391305,0,Lost Customers
8,12354.0,232,58,992.35,58,17.10948275862069,0.0,0.0,0,Lost Customers
9,12355.0,214,35,786.1600000000001,35,22.461714285714287,0.0,10.382352941176473,0,Lost Customers
10,12356.0,23,142,4445.96,104,31.30957746478873,0.0,2.8297872340425534,0,Lost Customers
11,12357.0,33,296,13375.65,261,45.18800675675676,0.0,1.2033898305084745,3,Potential Customers
12,12358.0,2,77,2922.9100000000003,56,37.95987012987013,0.0,9.578947368421051,0,Lost Customers
13,12359.0,58,362,6705.2,305,18.522651933701656,0.0,1.8670360110803323,3,Potential Customers
14,12360.0,52,217,3490.8,160,16.08663594470046,0.0,2.7777777777777777,0,Lost Customers
15,12361.0,287,29,481.25,18,16.594827586206897,0.0,14.035714285714286,0,Lost Customers
16,12362.0,3,267,4795.78,201,17.961722846441948,0.0,2.744360902255639,0,Lost Customers
17,12363.0,110,23,544.35,23,23.667391304347827,0.0,6.0,0,Lost Customers
18,12364.0,8,85,1194.84,70,14.056941176470588,0.0,1.2261904761904765,0,Lost Customers
19,12365.0,291,22,322.94,22,14.67909090909091,0.0,0.0,0,Lost Customers
20,12366.0,634,3,136.89,3,45.63,0.0,0.0,0,Lost Customers
21,12367.0,4,11,151.47,11,13.77,0.0,0.0,0,Lost Customers
22,12368.0,628,18,761.5,18,42.30555555555556,0.0,0.0,0,Lost Customers
23,12369.0,413,93,1446.21,90,15.550645161290324,0.0,2.467391304347826,0,Lost Customers
24,12370.0,51,201,3641.6,168,18.117412935323383,0.0,3.08,0,Lost Customers
25,12371.0,45,167,3431.88,134,20.550179640718564,0.0,3.602409638554217,0,Lost Customers
26,12372.0,72,52,1191.99,34,22.92288461538461,0.0,4.392156862745098,0,Lost Customers
27,12373.0,311,51,953.6,36,18.69803921568628,0.0,7.22,0,Lost Customers
28,12374.0,25,83,2556.82,79,30.805060240963854,0.0,6.853658536585366,0,Lost Customers
29,12375.0,11,17,384.46,14,22.61529411764706,0.0,5.4375,0,Lost Customers
30,12376.0,390,13,293.0,11,22.53846153846154,0.0,2.333333333333333,0,Lost Customers
31,12377.0,315,152,3148.57,129,20.71427631578948,0.0,1.8079470198675496,0,Lost Customers
32,12378.0,130,301,5066.55,281,16.832392026578074,0.0,1.44,0,Lost Customers
33,12379.0,82,81,1522.47,58,18.795925925925925,0.0,5.65,0,Lost Customers
34,12380.0,22,277,6746.75,156,24.35649819494585,0.0,2.307971014492753,3,Potential Customers
35,12381.0,5,87,1496.01,70,17.19551724137931,0.0,1.313953488372093,0,Lost Customers
36,12383.0,185,99,1586.42,84,16.024444444444445,0.0,1.683673469387755,0,Lost Customers
37,12384.0,29,27,428.82,26,15.882222222222222,0.0,3.5384615384615383,0,Lost Customers
38,12385.0,379,65,1707.85,65,26.274615384615384,0.0,0.0,0,Lost Customers
39,12386.0,338,10,282.12,10,28.212,0.0,3.2222222222222223,0,Lost Customers
40,12387.0,415,9,125.04,9,13.893333333333333,0.0,0.0,0,Lost Customers
41,12388.0,16,146,3754.1,83,25.71301369863014,0.0,3.882758620689655,0,Lost Customers
42,12389.0,403,49,1339.18,41,27.33020408163265,0.0,5.25,0,Lost Customers
43,12390.0,80,32,492.79,32,15.3996875,0.0,0.0,0,Lost Customers
44,12391.0,22,267,2290.53,241,8.57876404494382,0.0,2.406015037593985,0,Lost Customers
45,12392.0,591,7,226.95,7,32.42142857142857,0.0,0.0,0,Lost Customers
46,12393.0,72,107,2291.7,63,21.41775700934579,0.0,3.339622641509434,0,Lost Customers
47,12394.0,64,27,690.31,26,25.56703703703704,0.0,5.884615384615385,0,Lost Customers
48,12395.0,19,242,3943.9,145,16.29710743801653,0.0,2.3941908713692945,0,Lost Customers
49,12396.0,674,65,921.08,65,14.17046153846154,0.0,0.0,0,Lost Customers
50,12397.0,36,126,2138.09,110,16.968968253968256,0.0,0.792,0,Lost Customers
51,12398.0,46,85,1460.83,85,17.186235294117647,0.0,0.0,0,Lost Customers
52,12399.0,119,110,1652.73,67,15.024818181818182,0.0,4.807339449541284,0,Lost Customers
53,12400.0,414,11,205.25,11,18.65909090909091,0.0,0.0,0,Lost Customers
54,12401.0,303,5,62.85,5,12.57,0.0,0.0,0,Lost Customers
55,12402.0,323,70,1191.65,43,17.02357142857143,0.0,5.0,0,Lost Customers
56,12403.0,50,9,597.56,5,66.39555555555555,0.0,58.875,0,Lost Customers
57,12404.0,682,1,7.5,1,7.5,0.0,0.0,0,Lost Customers
58,12405.0,149,54,1384.8,54,25.64444444444444,0.0,0.0,0,Lost Customers
59,12406.0,22,166,5538.28,114,33.36313253012048,0.0,4.078787878787879,0,Lost Customers
60,12407.0,50,77,1395.57,57,18.124285714285712,0.0,2.789473684210526,0,Lost Customers
61,12408.0,33,159,3536.47,104,22.24194968553459,0.0,2.930379746835443,0,Lost Customers
62,12409.0,79,264,13676.19,177,51.80375,0.0,1.8403041825095057,3,Potential Customers
63,12410.0,309,40,782.61,36,19.56525,0.0,4.948717948717949,0,Lost Customers
64,12411.0,410,22,330.4,22,15.018181818181818,0.0,0.0,0,Lost Customers
65,12412.0,75,127,2393.84,82,18.84913385826772,0.0,3.6666666666666665,0,Lost Customers
66,12413.0,67,51,862.15,41,16.904901960784315,0.0,6.68,0,Lost Customers
67,12414.0,217,28,531.84,21,18.99428571428572,0.0,9.074074074074074,0,Lost Customers
68,12415.0,24,928,45040.06,498,48.5345474137931,0.0,0.5285868392664509,1,Loyal Customers
69,12416.0,657,11,202.56,11,18.41454545454545,0.0,0.0,0,Lost Customers
70,12417.0,3,370,5696.53,270,15.396027027027026,0.0,1.953929539295393,3,Potential Customers
71,12418.0,113,102,1963.57,90,19.250686274509803,0.0,5.108910891089109,0,Lost Customers
72,12419.0,386,25,379.31,23,15.1724,0.0,1.125,0,Lost Customers
73,12420.0,64,29,536.57,29,18.50241379310345,0.0,0.0,0,Lost Customers
74,12421.0,16,65,910.81,44,14.01246153846154,0.0,7.609375,0,Lost Customers
75,12422.0,96,172,3010.88,137,17.505116279069767,0.0,3.602339181286549,0,Lost Customers
76,12423.0,1,165,2421.84,128,14.677818181818182,0.0,2.804878048780488,0,Lost Customers
77,12424.0,163,92,2658.17,78,28.893152173913045,0.0,4.230769230769231,0,Lost Customers
78,12425.0,78,91,1637.47,87,17.994175824175823,0.0,4.111111111111111,0,Lost Customers
79,12426.0,195,77,1247.26,73,16.19818181818182,0.0,6.157894736842105,0,Lost Customers
80,12427.0,22,31,678.79,26,21.896451612903224,0.0,11.633333333333333,0,Lost Customers
81,12428.0,26,294,6265.96,258,21.312789115646257,0.0,0.8703071672354948,3,Potential Customers
82,12429.0,9,153,5081.54,124,33.212679738562095,0.0,3.5197368421052637,0,Lost Customers
83,12430.0,43,11,206.1,11,18.736363636363635,0.0,0.0,0,Lost Customers
84,12431.0,36,391,8426.92,244,21.552225063938614,0.0,1.6615384615384616,3,Potential Customers
85,12432.0,43,108,3492.21,107,32.335277777777776,0.0,1.1962616822429906,0,Lost Customers
86,12433.0,1,559,13760.01,285,24.61540250447227,0.0,0.8458781362007168,3,Potential Customers
87,12434.0,85,70,1081.98,62,15.456857142857142,0.0,4.27536231884058,0,Lost Customers
88,12435.0,80,112,7660.96,88,68.40142857142857,0.0,5.90990990990991,3,Potential Customers
89,12436.0,100,16,444.01,16,27.750625,0.0,0.0,0,Lost Customers
90,12437.0,2,564,10920.0,274,19.361702127659573,0.0,1.2735346358792186,3,Potential Customers
91,12438.0,14,98,2458.09,84,25.082551020408165,0.0,1.288659793814433,0,Lost Customers
92,12439.0,683,71,1123.28,69,15.820845070422536,0.0,0.6142857142857143,0,Lost Customers
93,12440.0,462,32,747.4,21,23.35625,0.0,8.225806451612904,0,Lost Customers
94,12441.0,367,11,163.05,11,14.822727272727274,0.0,0.0,0,Lost Customers
95,12442.0,3,12,151.56,12,12.63,0.0,0.0,0,Lost Customers
96,12443.0,732,21,352.86,21,16.802857142857142,0.0,0.0,0,Lost Customers
97,12444.0,21,177,3695.06,138,20.876045197740112,0.0,0.8465909090909091,0,Lost Customers
98,12445.0,22,24,393.98,24,16.415833333333335,0.0,17.304347826086957,0,Lost Customers
99,12446.0,58,58,921.86,58,15.894137931034482,0.0,0.0,0,Lost Customers
100,12447.0,243,26,447.29,26,17.20346153846154,0.0,0.0,0,Lost Customers
101,12448.0,44,22,328.95,22,14.952272727272726,0.0,0.0,0,Lost Customers
